player,injury,start,end,season,missed,ir_sequence
/players/cameron-dantzler-dantzca01,Ankle,2022-11-12,2022-12-11,2022,4,1
/players/cameron-dantzler-dantzca01,Undisclosed,2023-07-29,2023-09-24,2023,NULL,2
/players/cameron-erving-ervinca01,Calf,2021-11-08,2021-12-12,2021,3,3
/players/cameron-erving-ervinca01,Calf,2022-01-05,2022-02-24,2021,NULL,4
/players/cameron-erving-ervinca01,Knee,2020-09-15,2020-10-25,2020,5,1
/players/cameron-erving-ervinca01,Knee,2020-12-11,2021-02-24,2020,NULL,2
/players/cameron-goode-goodeca01,Knee,2024-01-09,2024-02-24,2023,1,1
/players/cameron-jurgens-jurgeca01,Foot,2023-10-07,2023-11-20,2023,5,1
/players/cameron-latu-latuca01,Knee,2023-08-29,2024-02-24,2023,20,1
/players/cameron-mitchell-mitchca02,Hamstring,2023-11-07,2023-12-10,2023,4,1
/players/cameron-sutton-suttoca01,Hamstring,2017-09-04,2017-12-04,2017,10,1
/players/caraun-reid-reidca01,Knee,2016-10-25,2017-02-24,2016,9,1
/players/carl-davis-davisca03,Ankle,2016-09-05,2017-02-24,2016,16,1
/players/carl-davis-davisca03,Concussion,2020-11-28,2021-02-24,2020,6,2
/players/carl-lawson-lawsoca01,Achilles,2021-08-23,2022-02-24,2021,17,2
/players/carl-lawson-lawsoca01,Knee,2018-11-05,2019-02-24,2018,8,1
/players/carlos-davis-davisca06,Knee,2021-10-27,2021-12-19,2021,5,1
/players/carlos-henderson-hendeca02,,2019-11-01,2020-02-24,2019,NULL,2
/players/carlos-henderson-hendeca02,Thumb,2017-09-02,2018-02-24,2017,16,1
/players/carlos-hyde-hydeca01,Concussion,2021-12-21,2022-02-24,2021,3,3
/players/carlos-hyde-hydeca01,Foot,2015-12-12,2016-02-24,2015,4,1
/players/carlos-hyde-hydeca01,Knee,2016-12-27,2017-02-24,2016,1,2
/players/carlos-watkins-watkica01,Biceps,2023-09-23,2024-02-24,2023,15,1
/players/carlton-davis-davisca05,Quadriceps,2021-10-07,2021-12-05,2021,7,1
/players/carson-wentz-wentzca02,Finger,2022-10-22,2022-12-24,2022,7,2
/players/carson-wentz-wentzca02,Knee,2017-12-12,2018-02-24,2017,6,1
/players/carter-bykowski-bykowca01,Pectoral,2015-09-01,2016-02-24,2015,17,1
/players/carter-coughlin-coughca01,Ankle,2021-11-01,2022-02-24,2021,10,1
/players/carter-warren-warreca01,Undisclosed,2023-08-31,2023-10-29,2023,5,1
/players/cassius-marsh-marshca02,Foot,2014-10-18,2015-02-24,2014,14,1
/players/cassius-marsh-marshca02,Knee,2021-12-10,2022-02-24,2021,5,2
/players/cedric-ogbuehi-ogbuece01,Biceps,2021-09-02,2021-10-03,2021,3,2
/players/cedric-ogbuehi-ogbuece01,Groin,2022-12-03,2023-01-01,2022,4,3
/players/cedric-ogbuehi-ogbuece01,Shoulder,2016-12-30,2017-02-24,2016,1,1
/players/cedrick-wilson-wilsoce02,Knee,2019-12-10,2020-02-24,2019,3,2
/players/cedrick-wilson-wilsoce02,Shoulder,2018-08-01,2019-02-24,2018,NULL,1
/players/cesar-ruiz-ruizce01,Foot,2022-12-20,2023-02-24,2022,3,1
/players/chad-williams-willich18,Hamstring,2021-08-17,2021-08-26,2021,NULL,2
/players/chad-williams-willich18,Undisclosed,2020-08-25,2020-09-02,2020,NULL,1
/players/chance-campbell-campbch03,Knee,2022-09-09,2023-02-24,2022,17,1
/players/chance-campbell-campbch03,Undisclosed,2023-11-15,2024-02-24,2023,8,2
/players/chance-warmack-warmach01,Finger,2016-09-22,2017-02-24,2016,14,1
/players/chandler-zavala-zavalch01,Knee,2023-11-29,2024-02-24,2023,6,1
/players/chapelle-russell-russech01,Knee,2023-08-14,2024-02-24,2023,18,1
/players/charles-gaines-gainech02,"Designated for Return",2015-09-07,2015-11-15,2015,9,1
/players/charles-gaines-gainech02,Eye,2017-08-21,2017-08-25,2017,NULL,2
/players/charles-harris-harrich09,Groin,2022-11-28,2023-02-24,2022,6,1
/players/charles-johnson-johnsch23,Ankle,2019-08-28,2019-09-07,2019,NULL,2
/players/charles-johnson-johnsch23,Knee,2017-07-26,2018-02-24,2017,NULL,1
/players/charles-leno-lenoch01,Calf,2023-12-30,2024-02-24,2023,2,1
/players/charles-omenihu-omenich01,Knee,2024-02-07,2024-02-24,2023,1,1
/players/charles-sims-simsch01,"Designated for Return",2014-09-03,2014-11-09,2014,7,1
/players/charles-sims-simsch01,Knee,2016-10-10,2016-12-11,2016,8,2
/players/charles-sims-simsch01,Knee,2018-08-23,2018-08-30,2018,NULL,4
/players/charles-sims-simsch01,Pectoral,2016-12-28,2017-02-24,2016,NULL,3
/players/charles-tapper-tappech01,Back,2016-09-28,2017-02-24,2016,NULL,1
/players/charles-tapper-tappech01,Foot,2017-10-05,2018-02-24,2017,12,2
/players/charlie-jones-jonesch19,Thumb,2023-09-29,2023-11-16,2023,6,1
/players/charlie-kolar-kolarch01,Hernia,2022-09-01,2023-01-01,2022,9,1
/players/charone-peake-peakech01,,2021-08-06,2022-02-24,2021,NULL,2
/players/charone-peake-peakech01,Ankle,2017-09-27,2018-02-24,2017,13,1
/players/chase-brown-brownch30,Hamstring,2023-10-28,2023-11-26,2023,4,1
/players/chase-edmonds-edmonch02,Ankle,2021-11-13,2021-12-19,2021,4,1
/players/chase-edmonds-edmonch02,Ankle,2022-11-22,2022-12-25,2022,4,2
/players/chase-edmonds-edmonch02,Knee,2023-09-20,2023-10-26,2023,4,3
/players/chase-lucas-lucasch02,Hamstring,2022-12-10,2023-02-24,2022,5,1
/players/chase-roullier-roullch01,Knee,2022-09-20,2023-02-24,2022,15,2
/players/chase-roullier-roullch01,Leg,2021-11-02,2022-02-24,2021,9,1
/players/chase-winovich-winovch01,Hamstring,2021-10-19,2021-11-18,2021,4,1
/players/chase-winovich-winovch01,Hamstring,2022-09-20,2022-11-20,2022,7,2
/players/chase-young-youngch07,Knee,2021-11-16,2022-02-24,2021,8,1
/players/chasen-hines-hinesch01,Undisclosed,2022-10-29,2023-02-24,2022,10,1
/players/chatarius-atwell-atwelch01,Shoulder,2021-11-02,2022-02-24,2021,13,1
/players/chauncey-gardnerjohnson-gardnch01,Foot,2021-11-13,2021-12-12,2021,4,1
/players/chauncey-gardnerjohnson-gardnch01,Kidney,2022-12-03,2023-01-08,2022,5,2
/players/chauncey-gardnerjohnson-gardnch01,Pectoral,2023-09-19,2024-01-07,2023,14,3
/players/chaz-green-greench07,Back,2016-12-17,2017-02-24,2016,4,1
/players/chidobe-awuzie-awuzich01,Hamstring,2020-09-26,2020-11-22,2020,7,1
/players/chidobe-awuzie-awuzich01,Knee,2022-11-05,2023-02-24,2022,11,2
/players/chris-borland-borlach01,Ankle,2014-12-20,2015-02-24,2014,2,1
/players/chris-carson-carsoch01,Hip,2019-12-24,2020-02-24,2019,3,2
/players/chris-carson-carsoch01,Leg,2017-10-02,2018-02-24,2017,12,1
/players/chris-carson-carsoch01,Neck,2021-10-16,2022-02-24,2021,12,3
/players/chris-claybrooks-claybch01,Groin,2020-11-26,2020-12-20,2020,3,1
/players/chris-conley-conlech01,Achilles,2017-10-14,2018-02-24,2017,12,1
/players/chris-godwin-godwich01,Knee,2021-12-21,2022-02-24,2021,5,1
/players/chris-gragg-graggch01,Ankle,2017-09-01,2018-02-24,2017,16,2
/players/chris-gragg-graggch01,Knee,2016-08-31,2017-02-24,2016,16,1
/players/chris-harper-harpech02,Undisclosed,2015-08-08,2015-09-28,2015,NULL,1
/players/chris-herndon-herndch01,Ribs,2019-11-12,2020-02-24,2019,7,1
/players/chris-jackson-jacksch12,,2024-04-23,2025-02-24,2024,NULL,3
/players/chris-jackson-jacksch12,Foot,2021-11-23,2021-12-23,2021,3,1
/players/chris-jackson-jacksch12,Undisclosed,2022-09-21,2023-02-24,2022,15,2
/players/chris-jones-jonesch11,Undisclosed,2017-09-02,2018-02-24,2017,16,1
/players/chris-lindstrom-lindsch02,Foot,2019-09-09,2019-12-08,2019,11,1
/players/chris-moore-moorech05,Thigh,2020-11-07,2020-12-27,2020,7,1
/players/chris-rumph-rumphch01,Foot,2023-11-15,2024-02-24,2023,8,1
/players/chris-thompson-thompch05,Back,2020-11-16,2021-02-24,2020,7,3
/players/chris-thompson-thompch05,Leg,2017-11-21,2018-02-24,2017,6,2
/players/chris-thompson-thompch05,Shoulder,2013-11-12,2014-02-24,2013,7,1
/players/chris-watt-wattch01,Shoulder,2015-11-09,2016-02-24,2015,8,1
/players/chris-williamson-willich20,Undisclosed,2022-08-04,2022-08-05,2022,NULL,1
/players/chris-wormley-wormlch01,Knee,2020-10-31,2020-11-22,2020,3,1
/players/chris-wormley-wormlch01,Knee,2022-12-14,2023-02-24,2022,4,2
/players/christian-barmore-barmoch01,Knee,2022-11-18,2022-12-18,2022,4,1
/players/christian-benford-benfoch01,Oblique,2022-11-26,2023-01-06,2022,4,1
/players/christian-braswell-braswch02,Hamstring,2023-10-14,2024-02-24,2023,12,1
/players/christian-campbell-campbch02,,2021-10-19,2022-02-24,2021,NULL,2
/players/christian-campbell-campbch02,Undisclosed,2019-07-31,2019-08-22,2019,NULL,1
/players/christian-covington-covinch01,Biceps,2017-10-31,2018-02-24,2017,9,1
/players/christian-covington-covinch01,Pectoral,2022-11-16,2023-02-24,2022,9,2
/players/christian-gonzalez-gonzach02,Shoulder,2023-10-07,2024-02-24,2023,13,1
/players/christian-harris-harrich13,Hamstring,2022-09-01,2022-10-23,2022,5,1
/players/christian-holmes-holmech02,Concussion,2024-01-05,2024-02-24,2023,1,1
/players/christian-kirk-kirkch01,"Core Muscle",2023-12-08,2024-01-06,2023,4,2
/players/christian-kirk-kirkch01,Foot,2018-12-03,2019-02-24,2018,4,1
/players/christian-kirksey-kirksch01,Chest,2019-09-21,2020-02-24,2019,14,2
/players/christian-kirksey-kirksch01,Hamstring,2018-11-07,2019-02-24,2018,7,1
/players/christian-kirksey-kirksch01,Pectoral,2020-10-03,2020-11-15,2020,5,3
/players/christian-kirksey-kirksch01,Thumb,2021-11-06,2021-12-05,2021,3,4
/players/christian-mccaffrey-mccafch01,Ankle,2020-09-23,2020-11-08,2020,6,1
/players/christian-mccaffrey-mccafch01,Ankle,2021-11-30,2022-02-24,2021,NULL,3
/players/christian-mccaffrey-mccafch01,Hamstring,2021-10-16,2021-11-07,2021,3,2
/players/christian-sam-samch01,Undisclosed,2018-09-01,2019-02-24,2018,19,1
/players/christian-sam-samch01,Undisclosed,2022-08-24,2022-08-25,2022,NULL,2
/players/christine-michael-michach01,Undisclosed,2017-06-15,2018-02-24,2017,NULL,1
/players/christopher-rodriguez-rodrich02,Ankle,2023-12-28,2024-02-24,2023,2,1
/players/chuck-clark-clarkch03,Knee,2023-07-19,2024-02-24,2023,NULL,1
/players/chuma-edoga-edogach01,Knee,2019-12-17,2020-02-24,2019,2,1
/players/chuma-edoga-edogach01,Knee,2021-11-13,2022-01-02,2021,5,2
/players/chuma-edoga-edogach01,Knee,2022-12-31,2023-02-24,2022,2,3
/players/cj-fiedorowicz-fiedocj01,Concussion,2017-09-12,2017-11-12,2017,7,1
/players/cj-fiedorowicz-fiedocj01,Concussion,2017-12-05,2018-02-24,2017,NULL,2
/players/cj-henderson-hendecj01,Groin,2020-11-19,2021-02-24,2020,7,1
/players/cj-mosley-moslecj02,Groin,2019-12-03,2020-02-24,2019,4,1
/players/cj-prosise-prosicj01,Abdomen,2018-12-01,2019-02-24,2018,6,2
/players/cj-prosise-prosicj01,Ankle,2017-11-14,2018-02-24,2017,7,1
/players/cj-prosise-prosicj01,Arm,2019-12-24,2020-02-24,2019,3,3
/players/cj-uzomah-uzomacj01,Achilles,2020-09-18,2021-02-24,2020,14,1
/players/cj-uzomah-uzomacj01,Knee,2023-12-06,2024-02-24,2023,5,2
/players/clayton-fejedelem-fejedcl01,Undisclosed,2022-09-01,2022-10-09,2022,4,1
/players/clayton-geathers-geathcl02,Neck,2016-12-12,2017-02-24,2016,3,1
/players/clayton-thorson-thorscl01,,2022-06-02,2023-02-24,2022,NULL,2
/players/clayton-thorson-thorscl01,Concussion,2021-08-17,2021-08-25,2021,NULL,1
/players/clelin-ferrell-ferrecl01,Knee,2024-01-20,2024-02-24,2023,3,2
/players/clelin-ferrell-ferrecl01,Shoulder,2020-12-30,2021-02-24,2020,1,1
/players/clive-walford-walfocl01,Concussion,2017-12-23,2018-02-24,2017,2,1
/players/clyde-edwardshelaire-edwarcl02,Ankle,2022-11-23,2023-02-06,2022,9,2
/players/clyde-edwardshelaire-edwarcl02,Knee,2021-10-12,2021-11-21,2021,5,1
/players/coby-bryant-bryanco04,Toe,2023-10-14,2023-11-23,2023,6,1
/players/cody-barton-bartoco01,Ankle,2023-10-28,2023-11-23,2023,4,1
/players/cody-core-coreco01,Achilles,2020-08-19,2021-02-24,2020,NULL,1
/players/cody-ford-fordco02,Ankle,2022-09-10,2022-10-20,2022,6,2
/players/cody-ford-fordco02,Knee,2020-11-28,2021-02-24,2020,9,1
/players/cody-latimer-latimco01,Hamstring,2018-10-16,2018-12-23,2018,8,1
/players/cody-whitehair-whiteco04,Knee,2022-10-05,2022-11-06,2022,4,1
/players/cody-wichmann-wichmco01,Calf,2019-08-31,2020-02-24,2019,NULL,1
/players/colby-parkinson-parkico01,Foot,2021-09-07,2021-10-03,2021,3,1
/players/cole-holcomb-holcoco01,Foot,2022-11-25,2023-02-24,2022,6,1
/players/cole-holcomb-holcoco01,Knee,2023-11-06,2024-02-24,2023,10,2
/players/cole-madison-madisco02,Knee,2019-11-23,2020-02-24,2019,8,1
/players/cole-mcdonald-mcdonco02,,2021-12-04,2022-02-24,2021,NULL,1
/players/cole-strange-stranco01,Knee,2023-12-18,2024-02-24,2023,3,1
/players/cole-toner-tonerco01,Undisclosed,2019-08-03,2019-08-07,2019,NULL,1
/players/cole-toner-tonerco01,Undisclosed,2021-12-29,2022-02-24,2021,2,2
/players/collin-johnson-johnsco05,Achilles,2022-08-24,2023-02-24,2022,19,2
/players/collin-johnson-johnsco05,Hamstring,2021-01-02,2021-02-24,2020,1,1
/players/colton-dowell-dowelco01,Knee,2024-01-06,2024-02-24,2023,1,1
/players/colton-mckivitz-mckivco01,Knee,2022-10-08,2022-11-13,2022,4,1
/players/connor-mcgovern-mcgovco01,Knee,2021-12-27,2022-02-24,2021,2,1
/players/connor-mcgovern-mcgovco01,Knee,2023-10-31,2024-02-24,2023,10,2
/players/connor-mcgovern-mcgovco02,Pectoral,2019-09-02,2020-02-24,2019,NULL,1
/players/connor-williams-willico05,Knee,2019-12-02,2020-02-24,2019,4,1
/players/connor-williams-willico05,Knee,2023-12-13,2024-02-24,2023,5,2
/players/conor-mcdermott-mcderco01,Head,2023-12-23,2024-02-24,2023,NULL,3
/players/conor-mcdermott-mcderco01,Knee,2021-09-02,2021-11-21,2021,8,1
/players/conor-mcdermott-mcderco01,Undisclosed,2023-08-29,2023-09-08,2023,NULL,2
/players/cooper-hodges-hodgeco02,Knee,2023-08-31,2024-02-24,2023,17,1
/players/cooper-kupp-kuppco01,Ankle,2022-11-17,2023-02-24,2022,8,2
/players/cooper-kupp-kuppco01,Hamstring,2023-09-09,2023-10-08,2023,4,3
/players/cooper-kupp-kuppco01,Knee,2018-11-19,2019-02-24,2018,9,1
/players/cooper-taylor-tayloco04,Foot,2014-08-26,2015-02-24,2014,16,2
/players/cooper-taylor-tayloco04,Hamstring,2013-12-25,2014-02-24,2013,1,1
/players/cordarrelle-patterson-patteco01,Knee,2022-10-03,2022-11-06,2022,4,1
/players/cordrea-tankersley-tankeco01,Knee,2018-11-02,2019-02-24,2018,8,1
/players/corey-ballentine-balleco01,Hamstring,2021-10-15,2021-12-12,2021,4,2
/players/corey-ballentine-balleco01,Knee,2021-08-24,2021-09-26,2021,1,1
/players/corey-coleman-colemco02,Hand,2017-09-19,2017-11-19,2017,7,1
/players/corey-coleman-colemco02,Knee,2019-07-27,2020-02-24,2019,NULL,2
/players/corey-davis-davisco05,Groin,2021-12-07,2022-02-24,2021,5,1
/players/corey-fuller-fulleco02,Undisclosed,2017-09-01,2017-11-06,2017,8,1
/players/corey-lemonier-lemonco01,Foot,2017-09-01,2017-09-11,2017,1,1
/players/corey-linsley-linslco01,Knee,2020-12-05,2020-12-27,2020,3,1
/players/corey-nelson-nelsoco02,Biceps,2019-11-01,2020-02-24,2019,8,2
/players/corey-nelson-nelsoco02,Elbow,2017-10-21,2018-02-24,2017,11,1
/players/corey-robinson-robinco03,Foot,2017-01-03,2017-02-24,2016,1,1
/players/corey-robinson-robinco03,Foot,2017-09-12,2017-11-12,2017,7,2
/players/corn-elder-elderco01,Knee,2017-09-03,2018-02-24,2017,NULL,1
/players/cornelius-washington-washico01,Quadriceps,2015-09-14,2016-02-24,2015,15,1
/players/cornell-armstrong-armstco01,Hamstring,2023-08-29,2023-09-08,2023,NULL,3
/players/cornell-armstrong-armstco01,Undisclosed,2021-09-01,2021-09-07,2021,NULL,1
/players/cornell-armstrong-armstco01,Undisclosed,2022-08-16,2022-12-04,2022,NULL,2
/players/cornellius-carradine-carraco01,Ankle,2017-09-25,2017-11-26,2017,7,2
/players/cornellius-carradine-carraco01,Knee,2013-12-10,2014-02-24,2013,6,1
/players/cory-james-jamesco01,Knee,2017-12-13,2018-02-24,2017,3,1
/players/cory-trice-triceco01,Leg,2023-08-02,2024-02-24,2023,NULL,1
/players/courtland-sutton-suttoco01,Knee,2020-09-21,2021-02-24,2020,14,1
/players/craig-mager-magercr01,Hamstring,2018-09-15,2018-09-25,2018,2,2
/players/craig-mager-magercr01,Shoulder,2016-12-31,2017-02-24,2016,1,1
/players/crockett-gillmore-gillmcr01,Back,2015-12-21,2016-02-24,2015,2,1
/players/crockett-gillmore-gillmcr01,Knee,2017-08-05,2018-02-24,2017,NULL,2
/players/cullen-gillaspia-gillacu01,Back,2020-12-05,2021-02-24,2020,5,1
/players/cullen-gillaspia-gillacu01,Knee,2022-11-12,2023-02-24,2022,9,2
/players/curtis-brooks-brookcu01,Undisclosed,2023-08-08,2024-02-24,2023,NULL,1
/players/curtis-samuel-samuecu01,Ankle,2017-11-24,2018-02-24,2017,7,1
/players/curtis-samuel-samuecu01,Groin,2021-09-10,2021-10-03,2021,3,2
/players/curtis-weaver-weavecu01,Foot,2020-08-27,2021-02-24,2020,NULL,1
/players/cyril-richardson-richacy01,,2020-02-11,2020-02-24,2019,NULL,1
/players/cyrus-jones-jonescy01,Knee,2017-09-02,2018-02-24,2017,19,1
/players/dadi-nicolas-nicolda01,Knee,2017-01-03,2017-02-24,2016,1,1
/players/dadi-nicolas-nicolda01,Undisclosed,2019-09-01,2019-09-24,2019,3,2
/players/daelin-hayes-hayesda05,Ankle,2021-09-27,2021-12-25,2021,11,1
/players/daelin-hayes-hayesda05,Knee,2022-01-01,2022-02-24,2021,2,2
/players/daelin-hayes-hayesda05,Undisclosed,2022-08-31,2023-02-24,2022,18,3
/players/daelin-hayes-hayesda05,Undisclosed,2023-08-13,2023-08-22,2023,NULL,4
/players/daeshon-hall-hallda07,Knee,2017-10-06,2018-02-24,2017,13,1
/players/daeshon-hall-hallda07,Knee,2019-12-31,2020-02-24,2019,1,2
/players/dak-prescott-prescda01,Ankle,2020-10-19,2021-02-24,2020,11,1
/players/dakota-allen-allenda06,Hamstring,2022-12-19,2023-02-24,2022,3,1
/players/dakota-dozier-dozieda01,Leg,2022-06-21,2023-02-24,2022,NULL,1
/players/dallas-goedert-goededa01,Ankle,2020-09-29,2020-11-01,2020,4,1
/players/dallas-goedert-goededa01,Shoulder,2022-11-16,2022-12-24,2022,5,2
/players/dalton-keene-keeneda02,Knee,2020-11-10,2020-12-06,2020,3,1
/players/dalton-keene-keeneda02,Knee,2021-08-07,2022-02-24,2021,14,2
/players/dalton-risner-risneda01,Elbow,2022-01-05,2022-02-24,2021,1,1
/players/dalton-risner-risneda01,Elbow,2023-01-03,2023-02-24,2022,1,2
/players/dalvin-cook-cookda04,Knee,2017-10-05,2018-02-24,2017,14,1
/players/damar-hamlin-hamlida01,Heart,2023-01-06,2023-02-24,2022,3,1
/players/damarion-williams-willida35,Ankle,2023-08-31,2024-01-06,2023,13,1
/players/damarion-williams-willida35,Undisclosed,2024-01-15,2024-02-24,2023,NULL,2
/players/dameon-pierce-piercda02,Ankle,2022-12-17,2023-02-24,2022,4,1
/players/damian-swann-swannda01,Concussion,2015-12-16,2016-02-24,2015,3,1
/players/damian-swann-swannda01,Undisclosed,2016-08-31,2017-02-24,2016,16,2
/players/damien-harris-harrida11,Ankle,2021-01-02,2021-02-24,2020,NULL,2
/players/damien-harris-harrida11,Hand,2020-09-07,2020-10-05,2020,3,1
/players/damien-harris-harrida11,Neck,2023-10-20,2024-02-24,2023,13,3
/players/damon-arnette-arnetda01,Groin,2021-10-09,2021-11-08,2021,4,2
/players/damon-arnette-arnetda01,Thumb,2020-10-02,2020-11-15,2020,3,1
/players/damontae-kazee-kazeeda01,Achilles,2020-10-07,2021-02-24,2020,12,1
/players/damontae-kazee-kazeeda01,Wrist,2022-09-01,2022-11-13,2022,5,2
/players/damontre-moore-mooreda05,,2022-09-30,2023-02-24,2022,NULL,4
/players/damontre-moore-mooreda05,,2022-11-12,2023-02-24,2022,NULL,5
/players/damontre-moore-mooreda05,Foot,2016-12-20,2017-02-24,2016,4,1
/players/damontre-moore-mooreda05,Forearm,2019-11-27,2020-02-24,2019,NULL,2
/players/damontre-moore-mooreda05,Undisclosed,2021-08-17,2021-08-25,2021,NULL,3
/players/dan-vitale-vitalda01,Calf,2018-09-02,2018-12-02,2018,5,1
/players/dandre-walker-walkeda08,Undisclosed,2019-08-10,2020-02-24,2019,NULL,1
/players/dane-cruikshank-cruikda01,Groin,2020-11-11,2021-02-24,2020,NULL,2
/players/dane-cruikshank-cruikda01,Hamstring,2022-11-30,2023-02-24,2022,5,4
/players/dane-cruikshank-cruikda01,Knee,2021-11-13,2021-12-12,2021,3,3
/players/dane-cruikshank-cruikda01,Undisclosed,2020-09-07,2020-10-25,2020,5,1
/players/daniel-braverman-braveda01,,2020-01-08,2020-02-24,2019,NULL,1
/players/daniel-braverman-braveda01,,2021-09-09,2022-02-24,2021,NULL,2
/players/daniel-hardy-hardyda04,Ankle,2022-09-01,2022-12-04,2022,11,1
/players/daniel-jones-jonesda20,Knee,2023-11-08,2024-02-24,2023,8,2
/players/daniel-jones-jonesda20,Neck,2021-12-20,2022-02-24,2021,3,1
/players/daniel-lasco-lascoda01,Back,2017-11-14,2018-02-24,2017,9,1
/players/daniel-scott-scottda09,Knee,2023-06-14,2024-02-24,2023,NULL,1
/players/daniel-thomas-thomada09,Arm,2020-11-24,2021-02-24,2020,6,1
/players/daniel-thomas-thomada09,Forearm,2023-12-26,2024-02-24,2023,2,2
/players/danielle-hunter-hunteda05,Pectoral,2021-11-02,2022-02-24,2021,7,2
/players/danielle-hunter-hunteda05,Undisclosed,2020-09-09,2021-02-24,2020,NULL,1
/players/danny-gray-grayda04,Shoulder,2023-08-31,2024-02-24,2023,20,1
/players/danny-isidora-isidoda01,Foot,2019-09-25,2020-02-24,2019,13,1
/players/danny-pinter-pinteda01,Ankle,2023-08-29,2024-02-24,2023,17,1
/players/danny-shelton-sheltda02,Knee,2020-12-02,2021-01-03,2020,4,1
/players/dante-fowler-fowleda03,Knee,2015-08-29,2016-02-24,2015,NULL,1
/players/dante-fowler-fowleda03,Knee,2021-10-22,2021-11-14,2021,3,2
/players/dante-pettis-pettida02,Knee,2018-12-29,2019-02-24,2018,1,1
/players/dante-pettis-pettida02,Shoulder,2021-11-05,2022-02-24,2021,8,2
/players/dante-pettis-pettida02,Undisclosed,2023-08-25,2023-09-06,2023,NULL,3
/players/dante-smith-smithda21,Knee,2021-10-16,2021-12-19,2021,8,1
/players/dante-stills-stillda02,Knee,2024-01-05,2024-02-24,2023,1,1
/players/daquan-jones-jonesda18,Biceps,2017-12-04,2018-02-24,2017,6,1
/players/daquan-jones-jonesda18,Pectoral,2023-10-11,2023-12-31,2023,10,2
/players/dareke-young-youngda05,Groin,2023-09-04,2023-11-12,2023,8,1
/players/darian-thompson-thompda07,Foot,2016-11-09,2017-02-24,2016,9,1
/players/darian-thompson-thompda07,Hamstring,2018-09-02,2018-09-07,2018,NULL,2
/players/darius-jackson-jacksda03,Knee,2017-06-02,2018-02-24,2017,NULL,1
/players/darius-kilgo-kilgoda02,Undisclosed,2019-08-10,2020-02-24,2019,16,1
/players/darius-phillips-phillda03,Groin,2020-11-14,2020-12-13,2020,4,2
/players/darius-phillips-phillda03,Hamstring,2022-12-20,2023-02-24,2022,3,4
/players/darius-phillips-phillda03,Knee,2019-09-26,2019-12-01,2019,8,1
/players/darius-phillips-phillda03,Shoulder,2021-12-14,2022-02-24,2021,3,3
/players/darius-philon-philoda01,Ankle,2021-11-10,2021-12-12,2021,4,2
/players/darius-philon-philoda01,"Designated for Return",2015-10-17,2015-12-13,2015,7,1
/players/darius-philon-philoda01,Knee,2022-01-11,2022-02-24,2021,NULL,3
/players/darnay-holmes-holmeda07,Ribs,2021-11-30,2022-02-24,2021,6,1
