player,1,2,3,4,5,6,7,8,9
Mark Andrews,Healthy,Healthy,Healthy,Healthy,,,,,
Mark Glowinski,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,
Mark Nzeocha,Healthy,Healthy,Healthy,Healthy,Healthy,Quadriceps,Healthy,,
Mark Walton,Healthy,Healthy,Healthy,Healthy,,,,,
Mark Webb,Knee,,,,,,,,
Markus Bailey,Healthy,Healthy,,,,,,,
Markus Golden,Healthy,Healthy,Knee,Healthy,Healthy,Healthy,Healthy,,
Markus Wheaton,,Healthy,Healthy,Shoulder,Healthy,Healthy,Healthy,Healthy,
Marlon Davidson,Healthy,Healthy,,,,,,,
Marlon Humphrey,Healthy,Healthy,Healthy,Healthy,Pectoral,,,,
Marlon Mack,Healthy,Healthy,Healthy,Achilles,Healthy,,,,
Marlon Tuipulotu,Healthy,,,,,,,,
Marqise Lee,Healthy,Healthy,Healthy,Healthy,Knee,Shoulder,Healthy,Healthy,
Marquel Lee,Healthy,Healthy,Ankle,Healthy,Healthy,,,,
Marquess Wilson,,Designated for Return,Foot,Foot,Healthy,Healthy,Healthy,Healthy,
Marqueston Huff,Healthy,Healthy,Healthy,Healthy,Undisclosed,Healthy,Healthy,Healthy,
Marquez Stevenson,Foot,,,,,,,,
Marquez Valdes-Scantling,Healthy,Healthy,Healthy,Hamstring,,,,,
Marquez White,Healthy,Healthy,Healthy,,Healthy,,,,
Marquez Williams,Undisclosed,Healthy,Healthy,,Healthy,,,,
Marqui Christian,Ankle,Shoulder,Healthy,Healthy,Healthy,Healthy,,,
Marquis Flowers,Healthy,Shoulder,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Marquis Haynes,Healthy,Healthy,Healthy,Healthy,,,,,
Marquis Spruill,Knee,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Marquise Blair,Healthy,Knee,Knee,,,,,,
Marquise Brown,Healthy,Healthy,Healthy,,,,,,
Marquise Goodwin,,Healthy,Ribs,Healthy,Healthy,Healthy,Knee,Healthy,
Marquiss Spencer,Healthy,,,,,,,,
Marshon Lattimore,Healthy,Healthy,Healthy,Healthy,Healthy,,,,
Martavis Bryant,Healthy,Healthy,Healthy,Healthy,Knee,Healthy,Healthy,Healthy,
Martin Ifedi,Healthy,Healthy,Ankle,Healthy,Healthy,Healthy,Healthy,,
Martinas Rankin,Healthy,Knee,Healthy,Healthy,,,,,
Martrell Spaight,Concussion,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,
Marvell Tell,Healthy,Healthy,Healthy,,,,,,
Mason Cole,Healthy,Healthy,Healthy,Elbow,,,,,
Mason Rudolph,Healthy,Shoulder,Healthy,Healthy,,,,,
Mason Schreck,Knee,Knee,Healthy,Healthy,Healthy,,,,
Matt Barkley,,Healthy,Healthy,Healthy,Healthy,Knee,Healthy,Healthy,
Matt Dayes,Healthy,Healthy,Undisclosed,Healthy,Healthy,,,,
Matt Elam,,Healthy,Biceps,Knee,Healthy,Healthy,Healthy,Healthy,
Matt Farniok,Healthy,,,,,,,,
Matt Gay,Healthy,Healthy,Healthy,,,,,,
Matt Hazel,Healthy,Healthy,Healthy,Healthy,Undisclosed,Healthy,Healthy,Healthy,
Matt Hennessy,Healthy,Healthy,,,,,,,
Matt Ioannidis,Healthy,Healthy,Healthy,Healthy,Biceps,Healthy,,,
Matt Jones,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,
Matt Judon,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,
Matt Milano,Healthy,Leg,Healthy,Pectoral,Healthy,,,,
Matt Paradis,Healthy,Healthy,Healthy,Healthy,Leg,Healthy,Healthy,Knee,
Matt Peart,Healthy,Knee,,,,,,,
Matt Pryor,Healthy,Healthy,Healthy,Healthy,,,,,
Matthew Adams,Healthy,Healthy,Ankle,Healthy,,,,,
Matthew Wells,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,
Maurice Alexander,Healthy,Healthy,Healthy,Healthy,Healthy,Knee,Healthy,Healthy,
Maurice Canady,Hamstring,Knee,Thigh,Healthy,Healthy,Concussion,,,
Maurice Hurst,Healthy,Healthy,Healthy,Ankle,,,,,
Max Garcia,Healthy,Healthy,Healthy,Knee,Knee,Healthy,Healthy,,
Max Scharping,Healthy,Healthy,Healthy,,,,,,
Max Tuerk,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,
Max Valles,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,
Maxx Crosby,Healthy,Healthy,Healthy,,,,,,
Maxx Williams,Healthy,Knee,Healthy,Healthy,Healthy,Ankle,Knee,,
McTelvin Agim,Healthy,Healthy,,,,,,,
Mecole Hardman,Healthy,Healthy,Healthy,,,,,,
Mekhi Becton,Healthy,Knee,,,,,,,
Melvin Gordon,Knee,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,
Menelik Watson,,Healthy,Achilles,Healthy,Calf,Pectoral,Healthy,Healthy,
Micah Hyde,,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Micah Kiser,Healthy,Pectoral,Knee,Groin,,,,,
Micah Parsons,Healthy,,,,,,,,
Michael Bennett,Healthy,Calf,Pectoral,Healthy,Ankle,Healthy,Healthy,,
Michael Bowie,,Shoulder,Shoulder,Healthy,Healthy,Healthy,Healthy,Healthy,
Michael Buchanan,,Ankle,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Michael Burton,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,
Michael Campanaro,Healthy,Back,Calf,Healthy,Undisclosed,Healthy,Healthy,Healthy,
Michael Carter,Ankle,,,,,,,,
Michael Cox,,Leg,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Michael Deiter,Healthy,Healthy,Foot,,,,,,
Michael Dickson,Healthy,Healthy,Healthy,Healthy,,,,,
Michael Dogbe,Healthy,Healthy,Healthy,,,,,,
Michael Gallup,Healthy,Healthy,Healthy,Calf,,,,,
Michael Jackson,Healthy,Healthy,Healthy,,,,,,
Michael Jordan,Healthy,Healthy,Healthy,,,,,,
Michael Mauti,,Knee,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Michael Ojemudia,Healthy,Hamstring,,,,,,,
Michael Onwenu,Healthy,Healthy,,,,,,,
Michael Pittman,Leg,Healthy,,,,,,,
Michael Roberts,Healthy,Shoulder,Healthy,Healthy,Healthy,,,,
Michael Sam,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Michael Schofield,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Michael Thomas,Healthy,Healthy,Healthy,Healthy,Ankle,Ankle,,,
Michael Williams,,Healthy,Healthy,Knee,Healthy,Healthy,Healthy,Healthy,
Michal Menet,Healthy,,,,,,,,
Mike Catapano,,Undisclosed,Foot,Knee,Healthy,Healthy,Healthy,Healthy,
Mike Danna,Hamstring,Healthy,,,,,,,
Mike Davis,Designated for Return,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,
Mike Edwards,Healthy,Healthy,Healthy,,,,,,
Mike Evans,Healthy,Healthy,Healthy,Healthy,Healthy,Hamstring,Healthy,Healthy,
Mike Gesicki,Healthy,Healthy,Healthy,Healthy,,,,,
Mike Gillislee,,Hamstring,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Mike Glennon,,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Mike Hughes,Knee,Neck,Neck,Healthy,,,,,
Mike James,,Healthy,Healthy,Undisclosed,Concussion,Healthy,Healthy,Healthy,
Mike McGlinchey,Healthy,Healthy,Healthy,Quadriceps,,,,,
Mike Strachan,Healthy,,,,,,,,
Mike Thomas,Healthy,Healthy,Groin,Healthy,Healthy,Healthy,,,
Mike Tyson,Healthy,Knee,Undisclosed,Healthy,Healthy,,,,
Mike Weber,Healthy,Healthy,Hip,,,,,,
Mike White,Healthy,Healthy,Healthy,Healthy,,,,,
Mike Williams,Healthy,Healthy,Healthy,Healthy,Healthy,,,,
Miles Boykin,Healthy,Healthy,Hamstring,,,,,,
Miles Killebrew,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,
Miles Sanders,Healthy,Healthy,Ankle,,,,,,
Milton Williams,Healthy,,,,,,,,
Minkah Fitzpatrick,Healthy,Healthy,Healthy,Healthy,,,,,
Mitch Morse,Healthy,Healthy,Foot,Healthy,Healthy,Healthy,Healthy,,
Mitch Wishnowsky,Healthy,Healthy,Healthy,,,,,,
Mitchell Trubisky,Healthy,Healthy,Healthy,Healthy,Healthy,,,,
Mitchell Van Dyk,Healthy,Ankle,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Montae Nicholson,Concussion,Healthy,Neck,Healthy,Healthy,,,,
Montee Ball,,Groin,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Montez Sweat,Healthy,Healthy,Jaw,,,,,,
Montori Hughes,,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Montravius Adams,Healthy,Healthy,Healthy,Toe,Healthy,,,,
Monty Rice,Ankle,,,,,,,,
Morgan Moses,Lisfranc,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Moritz Böhringer,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,
MyCole Pruitt,Healthy,Healthy,Calf,Healthy,Healthy,Healthy,Healthy,,
Mychal Rivera,,Healthy,Healthy,Healthy,Hand,Healthy,Healthy,Healthy,
Mykal Walker,Healthy,Healthy,,,,,,,
Mykkele Thompson,Achilles,Knee,Quadriceps,Healthy,Healthy,Healthy,Healthy,,
Myles Garrett,Healthy,Healthy,Healthy,Healthy,Healthy,,,,
Myles Gaskin,Ankle,Knee,Healthy,,,,,,
Myles Jack,Healthy,Healthy,Healthy,Knee,Healthy,Healthy,,,
N'Keal Harry,Ankle,Healthy,Shoulder,,,,,,
Nahshon Wright,Healthy,,,,,,,,
Najee Harris,Healthy,,,,,,,,
Nasir Adderley,Hamstring,Healthy,Healthy,,,,,,
Nat Berhe,Healthy,Calf,Healthy,Healthy,Pectoral,Healthy,Healthy,Healthy,
Nate Davis,Healthy,Healthy,Healthy,,,,,,
Nate Freese,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Nate Gerry,Healthy,Healthy,Healthy,Ankle,Healthy,,,,
Nate Hairston,Healthy,Healthy,Healthy,Healthy,Healthy,,,,
Nate Hobbs,Healthy,,,,,,,,
Nate Orchard,Healthy,Ankle,Healthy,Healthy,Healthy,Healthy,Healthy,,
Nate Palmer,,Knee,Healthy,Healthy,Healthy,Leg,Healthy,Healthy,
Nate Sudfeld,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,
Nathan Peterman,Healthy,Healthy,Elbow,Healthy,Healthy,,,,
Nathan Shepherd,Healthy,Healthy,Healthy,Healthy,,,,,
Nathan Stanley,Healthy,Undisclosed,,,,,,,
Natrell Jamerson,Healthy,Foot,Healthy,Healthy,,,,,
Nazair Jones,Ankle,Healthy,Knee,Healthy,Healthy,,,,
Neal Sterling,Healthy,Healthy,Healthy,Concussion,Healthy,Healthy,Healthy,,
Neiron Ball,Knee,Undisclosed,Healthy,Healthy,Healthy,Healthy,Healthy,,
Nelson Agholor,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,
Netane Muti,Healthy,Healthy,,,,,,,
Neville Gallimore,Healthy,Elbow,,,,,,,
Nevin Lawson,Toe,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Nicholas Williams,,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Nick Allegretti,Healthy,Healthy,Healthy,,,,,,
Nick Bawden,Knee,Knee,Undisclosed,Healthy,,,,,
Nick Bolton,Healthy,,,,,,,,
Nick Bosa,Healthy,Knee,Healthy,,,,,,
Nick Boyle,Healthy,Healthy,Healthy,Healthy,Healthy,Knee,Knee,,
Nick Chubb,Healthy,Healthy,Knee,Healthy,,,,,
Nick Harris,Knee,Hamstring,,,,,,,
Nick Kasa,,Knee,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Nick Kwiatkoski,Healthy,Healthy,Healthy,Healthy,Healthy,Ankle,,,
Nick Martin,Ankle,Ankle,Healthy,Healthy,Healthy,Healthy,,,
Nick Moody,,Healthy,Hamstring,Healthy,Healthy,Healthy,Healthy,Healthy,
Nick Nelson,Healthy,Knee,Healthy,Undisclosed,,,,,
Nick Niemann,Healthy,,,,,,,,
Nick O'Leary,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,
Nick Scott,Healthy,Healthy,Healthy,,,,,,
Nick Vannett,Healthy,Healthy,Healthy,Healthy,Healthy,Knee,,,
Nick Vigil,Healthy,Ankle,Healthy,Healthy,Healthy,Healthy,,,
Nico Collins,Shoulder,,,,,,,,
Nico Johnson,,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Nico Siragusa,Knee,Healthy,Healthy,Healthy,Healthy,,,,
Noah Brown,Healthy,Hamstring,Knee,Healthy,Groin,,,,
Noah Fant,Healthy,Healthy,Healthy,,,,,,
Noah Gray,Healthy,,,,,,,,
Noah Igbinoghene,Healthy,Healthy,,,,,,,
Noah Spence,Healthy,Shoulder,Healthy,Healthy,Healthy,Healthy,,,
Nyheim Hines,Healthy,Healthy,Healthy,Healthy,,,,,
O.J. Howard,Ankle,Foot,Healthy,Achilles,Healthy,,,,
Obi Melifonwu,Ankle,Undisclosed,Healthy,Healthy,Undisclosed,,,,
Obum Gwacham,Healthy,Undisclosed,Healthy,Healthy,Healthy,,Healthy,,
Oday Aboushi,,Healthy,Healthy,Healthy,Shoulder,Healthy,Healthy,Healthy,Knee
Odell Beckham Jr.,Healthy,Healthy,Healthy,Ankle,Healthy,Healthy,Knee,Healthy,
Ogbonnia Okoronkwo,Foot,Healthy,Elbow,Shoulder,,,,,
Olabisi Johnson,Healthy,Healthy,Knee,,,,,,
Olisaemeka Udoh,Healthy,Healthy,Healthy,,,,,,
Oren Burks,Healthy,Healthy,Healthy,Healthy,,,,,
Orlando Brown,Healthy,Healthy,Healthy,Healthy,,,,,
Osa Odighizuwa,Healthy,,,,,,,,
Oshane Ximines,Healthy,Shoulder,Healthy,,,,,,
Owamagbe Odighizuwa,Designated for Return,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,
P.J. Hall,Healthy,Healthy,Pectoral,Healthy,,,,,
P.J. Williams,Hamstring,Concussion,Healthy,Healthy,Healthy,Healthy,Healthy,,
PJ Johnson,Healthy,Healthy,Healthy,,,,,,
Parker Ehinger,Knee,Healthy,Knee,Shoulder,,Healthy,,,
Parris Campbell,Foot,Knee,Foot,,,,,,
Parry Nickerson,Healthy,Healthy,Hamstring,Healthy,,,,,
Pat Elflein,Healthy,Healthy,Healthy,Undisclosed,Hamstring,,,,
Pat Freiermuth,Healthy,,,,,,,,
Pat O'Connor,Healthy,Healthy,Healthy,Healthy,Knee,,,,
Pat O'Donnell,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Patrick Johnson,Healthy,,,,,,,,
Patrick Jones,Healthy,,,,,,,,
Patrick Mahomes,Healthy,Healthy,Healthy,Healthy,Healthy,,,,
Patrick Queen,Healthy,Healthy,,,,,,,
Patrick Surtain,Healthy,,,,,,,,
Paul Dawson,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,
Paul Perkins,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,
Paul Richardson,Knee,Knee,Healthy,Healthy,Shoulder,Hamstring,Healthy,Healthy,
Paulson Adebo,Healthy,,,,,,,,
Paxton Lynch,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,
Payton Turner,Shoulder,,,,,,,,
Penei Sewell,Healthy,,,,,,,,
Pete Werner,Healthy,,,,,,,,
Peter Kalambayi,Healthy,Healthy,Healthy,Healthy,,,,,
Pharoh Cooper,Healthy,Healthy,Ankle,Healthy,Healthy,Healthy,,,
Phil Haynes,Hernia,Undisclosed,Healthy,,,,,,
Phil Hoskins,Healthy,,,,,,,,
Phillip Dorsett,Healthy,Healthy,Healthy,Healthy,Healthy,Foot,Ankle,,
Phillip Gaines,Healthy,Knee,Healthy,Elbow,,Concussion,Healthy,Healthy,
Phillip Thomas,,Healthy,Healthy,Undisclosed,Healthy,Healthy,Healthy,Healthy,
Pierre Desir,Healthy,Healthy,Healthy,Pectoral,Healthy,Healthy,Healthy,Healthy,
Pita Taumoepenu,Healthy,Healthy,Hamstring,Healthy,Healthy,,,,
Pressley Harvin,Healthy,,,,,,,,
Preston Brown,Healthy,Healthy,Healthy,Healthy,Ankle,Healthy,Healthy,Healthy,
Preston Smith,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,
Prince Charles Iworah,Healthy,Undisclosed,Healthy,Healthy,Healthy,Healthy,,,
Prince Shembo,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Prince Tega Wanogho,Healthy,Healthy,,,,,,,
Qadree Ollison,Healthy,Healthy,Healthy,,,,,,
Quandre Diggs,Healthy,Pectoral,Healthy,Healthy,Healthy,Healthy,Healthy,,
Quanterus Smith,,Knee,,Healthy,Healthy,Healthy,Healthy,Healthy,
Quentin Poling,Healthy,Undisclosed,Undisclosed,Undisclosed,,,,,
Quenton Nelson,Healthy,Healthy,Healthy,Ankle,,,,,
Quez Watkins,Upper Body,Healthy,,,,,,,
Quincy Enunwa,Healthy,Healthy,Healthy,Neck,Ankle,Neck,Neck,Healthy,
Quincy Roche,Healthy,,,,,,,,
Quincy Williams,Hand,Core Muscle,Healthy,,,,,,
Quincy Wilson,Healthy,Healthy,Healthy,Healthy,Ankle,,,,
Quinn Meinerz,Healthy,,,,,,,,
Quinnen Williams,Healthy,Concussion,Healthy,,,,,,
Quinten Rollins,Healthy,Healthy,Ankle,Hamstring,Healthy,Healthy,Healthy,,
Quintez Cephus,Healthy,Clavicle,,,,,,,
Quinton Bell,Healthy,Healthy,Healthy,,,,,,
Quinton Bohanna,Healthy,,,,,,,,
Quinton Dial,,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Quinton Jefferson,Knee,Healthy,Healthy,Healthy,Healthy,Healthy,,,
Quinton Patton,,Healthy,Healthy,Foot,Foot,Healthy,Healthy,Healthy,
RJ McIntosh,Healthy,Healthy,Healthy,Healthy,,,,,
Ra'Shede Hageman,Healthy,Healthy,Healthy,Healthy,Healthy,Neck,Healthy,Healthy,
Racey McMath,Quadriceps,,,,,,,,
Rachad Wildgoose,Healthy,,,,,,,,
Raekwon Davis,Healthy,Knee,,,,,,,
Raekwon McMillan,Knee,Healthy,Hamstring,Healthy,Knee,,,,
Rakeem Nunez-Roches,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,
Ramik Wilson,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,
Randall Evans,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,
Randall Telfer,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,
Randell Johnson,Healthy,Ankle,Undisclosed,Healthy,Healthy,Healthy,Healthy,Healthy,
Randy Gregory,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Calf,,
Rashaad Penny,Healthy,Knee,Knee,Calf,,,,,
Rashaan Evans,Healthy,Healthy,Healthy,Healthy,,,,,
Rashaan Gaulden,Healthy,Healthy,Healthy,Healthy,,,,,
Rashad Fenton,Healthy,Healthy,Healthy,,,,,,
Rashad Greene,Designated for Return,Achilles,Undisclosed,Healthy,Healthy,Healthy,Healthy,,
Rashad Weaver,Leg,,,,,,,,
Rashan Gary,Healthy,Healthy,Healthy,,,,,,
Rashard Higgins,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,
Rashard Lawrence,Calf,Calf,,,,,,,
Rashard Robinson,Healthy,Healthy,Healthy,Healthy,Healthy,Hamstring,,,
Rashawn Slater,Healthy,,,,,,,,
Rasheem Green,Healthy,Healthy,Neck,Healthy,,,,,
Rashod Bateman,Groin,,,,,,,,
Rasul Douglas,Healthy,Healthy,Healthy,Healthy,Healthy,,,,
Ray Ray McCloud,Healthy,Healthy,Healthy,Healthy,,,,,
Raymond Calais,Undisclosed,Ankle,,,,,,,
Rayshawn Jenkins,Healthy,Healthy,Healthy,Healthy,Ankle,,,,
Rees Odhiambo,Healthy,Hand,Healthy,Chest,Healthy,Healthy,,,
Reggie Ragland,Knee,Healthy,Healthy,Healthy,Healthy,Healthy,,,
Reggie Robinson,Healthy,Toe,,,,,,,
Reginald McKenzie,Healthy,Healthy,,Healthy,,,,,
Reid Fragel,,Healthy,Concussion,Healthy,Healthy,Healthy,Healthy,Healthy,
Renell Wren,Hip,Quadriceps,Healthy,,,,,,
Reshard Cliett,Knee,Healthy,Finger,Healthy,Healthy,Healthy,Healthy,,
Reuben Foster,Healthy,Healthy,Knee,Knee,Healthy,,,,
Rex Burkhead,,Healthy,Healthy,Healthy,Healthy,Neck,Healthy,Knee,
Rhamondre Stevenson,Healthy,,,,,,,,
Ricardo Allen,Healthy,Healthy,Healthy,Healthy,Achilles,Healthy,Healthy,Hand,
Ricardo Louis,Healthy,Healthy,Neck,Knee,Healthy,Healthy,,,
Richard LeCounte,Healthy,,,,,,,,
Richard Rodgers,Healthy,Healthy,Healthy,Healthy,Knee,Foot,Healthy,Healthy,
Richie Grant,Healthy,,,,,,,,
Richie James,Healthy,Healthy,Hamstring,Knee,,,,,
Rick Leonard,Healthy,Healthy,Healthy,Undisclosed,,,,,
Ricky Wagner,,Foot,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Rico Gathers,Healthy,Concussion,Healthy,Healthy,Healthy,Healthy,,,
Riley Dixon,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,
Riley Ridley,Healthy,Healthy,Healthy,,,,,,
Rob Blanchflower,Healthy,Undisclosed,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Rob Havenstein,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,
Robert Alford,,Wrist,Healthy,Healthy,Healthy,Healthy,Leg,Pectoral,Pectoral
Robert Davis,Healthy,Knee,Healthy,Lower Body,Healthy,,,,
Robert Hainsey,Healthy,,,,,,,,
Robert Herron,Healthy,Hamstring,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Robert Hunt,Healthy,Healthy,,,,,,,
Robert Myers,Healthy,Healthy,Leg,Healthy,Healthy,Healthy,Healthy,,
Robert Nkemdiche,Healthy,Healthy,Knee,Knee,Healthy,Healthy,,,
Robert Rochell,Chest,,,,,,,,
Robert Windsor,Healthy,Undisclosed,,,,,,,
Robert Woods,,Healthy,Groin,Healthy,Healthy,Healthy,Healthy,Healthy,Knee
Roberto Aguayo,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,
Rock Ya-Sin,Healthy,Healthy,Healthy,,,,,,
Rod Taylor,Knee,Healthy,Healthy,Healthy,,,,,
Rodarius Williams,Knee,,,,,,,,
Roderick Johnson,Knee,Healthy,Healthy,Healthy,Healthy,,,,
Rodney Adams,Healthy,Healthy,Healthy,Healthy,Healthy,,,,
Rodney Anderson,Knee,Healthy,Healthy,,,,,,
Rodney Gunter,Healthy,Healthy,Healthy,Healthy,Toe,Healthy,Healthy,,
Ronald Blair,Healthy,Thumb,Healthy,Knee,Knee,Healthy,,,
Ronald Darby,Healthy,Healthy,Healthy,Knee,Hip,Healthy,Hamstring,,
Ronald Jones II,Healthy,Healthy,Healthy,Healthy,,,,,
Ronald Powell,Healthy,Undisclosed,Healthy,Undisclosed,Healthy,Healthy,Healthy,Healthy,
Rondale Moore,Healthy,,,,,,,,
Ronnie Harrison,Knee,Healthy,Shoulder,Healthy,,,,,
Ronnie Perkins,Ankle,,,,,,,,
Ronnie Stanley,Healthy,Healthy,Healthy,Healthy,Ankle,Ankle,,,
Roquan Smith,Healthy,Pectoral,Healthy,Healthy,,,,,
Rory Anderson,Undisclosed,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,
Ross Blacklock,Healthy,Healthy,,,,,,,
Ross Cockrell,Healthy,Healthy,Healthy,Healthy,Leg,Healthy,Healthy,Healthy,
Ross Pierschbacher,Healthy,Healthy,Healthy,,,,,,
Roy Lopez,Healthy,,,,,,,,
Royce Freeman,Healthy,Healthy,Healthy,Healthy,,,,,
Royce Newman,Healthy,,,,,,,,
Rufus Johnson,,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Russell Bodine,Healthy,Healthy,Healthy,Healthy,Leg,Healthy,Healthy,Healthy,
Russell Gage,Healthy,Healthy,Healthy,Healthy,,,,,
Ryan Anderson,Healthy,Healthy,Healthy,Knee,Healthy,,,,
Ryan Carrethers,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Ryan Connelly,Knee,Healthy,Knee,,,,,,
Ryan Finley,Healthy,Healthy,Healthy,,,,,,
Ryan Glasgow,Healthy,Knee,Knee,Healthy,Healthy,,,,
Ryan Grant,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Ryan Griffin,,Healthy,Designated for Return,Healthy,Concussion,Healthy,Ankle,Healthy,Knee
Ryan Izzo,Ankle,Healthy,Hamstring,Healthy,,,,,
Ryan Jensen,,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Ryan Kelly,Healthy,Concussion,Healthy,Healthy,Healthy,Healthy,,,
Ryan Murphy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,
Ryan Nassib,,Healthy,Healthy,Elbow,Healthy,Healthy,Healthy,Healthy,
Ryan Ramczyk,Healthy,Healthy,Healthy,Healthy,Healthy,,,,
Ryan Russell,Abdomen,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,
Ryan Seymour,,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Ryan Shazier,Healthy,Healthy,Healthy,Spine,Spine,Spine,Healthy,Healthy,
Ryan Smith,Healthy,Healthy,Healthy,Healthy,Healthy,Core Muscle,,,
Ryan Switzer,Healthy,Healthy,Back,Healthy,Foot,,,,
Ryan Swope,,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Ryquell Armstead,Healthy,Healthy,Healthy,,,,,,
Saahdiq Charles,Knee,Healthy,,,,,,,
Sam Barrington,,Healthy,Foot,Healthy,Undisclosed,Healthy,Healthy,Healthy,
Sam Darnold,Healthy,Healthy,Healthy,Shoulder,,,,,
Sam Ehlinger,Knee,,,,,,,,
Sam Hubbard,Healthy,Healthy,Elbow,Healthy,,,,,
Sam Jones,Healthy,Healthy,Healthy,Healthy,,,,,
Sam Martin,,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Sam Montgomery,,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Sam Rogers,Healthy,Healthy,Healthy,Healthy,Healthy,,,,
Sam Tevi,Healthy,Healthy,Healthy,Healthy,Knee,,,,
Samaje Perine,Healthy,Healthy,Healthy,Healthy,Healthy,,,,
Sammie Coates,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,
Sammy Watkins,Healthy,Healthy,Foot,Healthy,Healthy,Healthy,Healthy,Healthy,
Samson Ebukam,Healthy,Healthy,Healthy,Healthy,Healthy,,,,
Samuel Cosmi,Hip,,,,,,,,
Samuel Sloman,Healthy,Healthy,,,,,,,
Sanders Commings,,Ankle,Undisclosed,Healthy,Healthy,Healthy,Healthy,Healthy,
Saquan Hampton,Undisclosed,Undisclosed,Achilles,,,,,,
