player|position|injury|practice_status|game_status|team|gamedate|year
Brandon Stokley |WR|Knee|Did Not Participate In Practice|Questionable|Texans|THURSDAY, DECEMBER 13TH|2007
Javon Walker |WR|Knee|Full Participation in Practice|Questionable|Texans|THURSDAY, DECEMBER 13TH|2007
Nate Washington |WR|Ankle|Full Participation in Practice|Probable|Steelers|THURSDAY, DECEMBER 20TH|2007
Nate Washington |WR|Ankle|Full Participation in Practice|Probable|Rams|THURSDAY, DECEMBER 20TH|2007
Terry Glenn |WR|Knee|Limited Participation in Practice|Out|Cowboys|THURSDAY, DECEMBER 20TH|2007
Anthony Fasano |TE|Head|Full Participation in Practice|Probable|Cowboys|THURSDAY, DECEMBER 20TH|2007
Tony Romo |QB|R Thumb|Full Participation in Practice|Probable|Cowboys|THURSDAY, DECEMBER 20TH|2007
Terry Glenn |WR|Knee|Limited Participation in Practice|Out|Panthers|THURSDAY, DECEMBER 20TH|2007
Anthony Fasano |TE|Head|Full Participation in Practice|Probable|Panthers|THURSDAY, DECEMBER 20TH|2007
Tony Romo |QB|R Thumb|Full Participation in Practice|Probable|Panthers|THURSDAY, DECEMBER 20TH|2007
Sinorice Moss |WR|Back|Did Not Participate In Practice|Doubtful|Patriots|SATURDAY, DECEMBER 29TH|2007
Ahmad Bradshaw |RB|Calf|Did Not Participate In Practice|Questionable|Patriots|SATURDAY, DECEMBER 29TH|2007
Plaxico Burress |WR|Ankle|Limited Participation in Practice|Probable|Patriots|SATURDAY, DECEMBER 29TH|2007
Brandon Jacobs |RB|Ankle|Full Participation in Practice|Probable|Patriots|SATURDAY, DECEMBER 29TH|2007
Sinorice Moss |WR|Back|Did Not Participate In Practice|Doubtful|Giants|SATURDAY, DECEMBER 29TH|2007
Ahmad Bradshaw |RB|Calf|Did Not Participate In Practice|Questionable|Giants|SATURDAY, DECEMBER 29TH|2007
Plaxico Burress |WR|Ankle|Limited Participation in Practice|Probable|Giants|SATURDAY, DECEMBER 29TH|2007
Brandon Jacobs |RB|Ankle|Full Participation in Practice|Probable|Giants|SATURDAY, DECEMBER 29TH|2007
Deion Branch |WR|Calf|Did Not Participate In Practice|Questionable|Redskins|SATURDAY, JANUARY 5TH|2007
Shaun Alexander |RB|Wrist|Full Participation in Practice|Probable|Redskins|SATURDAY, JANUARY 5TH|2007
Deion Branch |WR|Calf|Did Not Participate In Practice|Questionable|Seahawks|SATURDAY, JANUARY 5TH|2007
Shaun Alexander |RB|Wrist|Full Participation in Practice|Probable|Seahawks|SATURDAY, JANUARY 5TH|2007
LaBrandon Toefield |RB|Ankle|Did Not Participate In Practice|Out|Jaguars|SATURDAY, JANUARY 5TH|2007
LaBrandon Toefield |RB|Ankle|Did Not Participate In Practice|Out|Steelers|SATURDAY, JANUARY 5TH|2007
Deion Branch |WR|Calf|Limited Participation in Practice|Probable|Seahawks|SATURDAY, JANUARY 12TH|2007
D.J. Hackett |WR|Ankle|Limited Participation in Practice|Questionable|Seahawks|SATURDAY, JANUARY 12TH|2007
Shaun Alexander |RB|Wrist|Full Participation in Practice|Probable|Seahawks|SATURDAY, JANUARY 12TH|2007
Deion Branch |WR|Calf|Limited Participation in Practice|Probable|Packers|SATURDAY, JANUARY 12TH|2007
D.J. Hackett |WR|Ankle|Limited Participation in Practice|Questionable|Packers|SATURDAY, JANUARY 12TH|2007
Shaun Alexander |RB|Wrist|Full Participation in Practice|Probable|Packers|SATURDAY, JANUARY 12TH|2007
Malcolm Kelly |WR|Knee||Out|Redskins|THURSDAY, SEPTEMBER 4TH|2008
Antwaan Randle El |WR|Hand|Full Participation in Practice|Probable|Redskins|THURSDAY, SEPTEMBER 4TH|2008
Malcolm Kelly |WR|Knee||Out|Giants|THURSDAY, SEPTEMBER 4TH|2008
Antwaan Randle El |WR|Hand|Full Participation in Practice|Probable|Giants|THURSDAY, SEPTEMBER 4TH|2008
Brian Leonard |RB|Shoulder|Full Participation in Practice|Probable|Rams|THURSDAY, SEPTEMBER 4TH|2008
Donnie Avery |WR|Knee|Did Not Participate In Practice|Out|Rams|THURSDAY, SEPTEMBER 4TH|2008
Brian Leonard |RB|Shoulder|Full Participation in Practice|Probable|Eagles|THURSDAY, SEPTEMBER 4TH|2008
Donnie Avery |WR|Knee|Did Not Participate In Practice|Out|Eagles|THURSDAY, SEPTEMBER 4TH|2008
Deion Branch |WR|Knee|Limited Participation in Practice|Out|Seahawks|THURSDAY, SEPTEMBER 4TH|2008
Bobby Engram |WR|Shoulder||Out|Seahawks|THURSDAY, SEPTEMBER 4TH|2008
Deion Branch |WR|Knee|Limited Participation in Practice|Out|Bills|THURSDAY, SEPTEMBER 4TH|2008
Bobby Engram |WR|Shoulder||Out|Bills|THURSDAY, SEPTEMBER 4TH|2008
Desmond Clark |TE|Knee|Full Participation in Practice|Probable|Bears|THURSDAY, SEPTEMBER 4TH|2008
Desmond Clark |TE|Knee|Full Participation in Practice|Probable|Colts|THURSDAY, SEPTEMBER 4TH|2008
Antonio Bryant |WR|Knee|Limited Participation in Practice|Questionable|Buccaneers|THURSDAY, SEPTEMBER 4TH|2008
Ben Troupe |TE|Foot|Full Participation in Practice|Probable|Buccaneers|THURSDAY, SEPTEMBER 4TH|2008
Jeff Garcia |QB|Calf, Hand|Full Participation in Practice|Probable|Buccaneers|THURSDAY, SEPTEMBER 4TH|2008
Joey Galloway |WR|Groin|Limited Participation in Practice|Questionable|Buccaneers|THURSDAY, SEPTEMBER 4TH|2008
B.J. Askew |RB|Foot|Limited Participation in Practice|Questionable|Buccaneers|THURSDAY, SEPTEMBER 4TH|2008
Michael Clayton |WR|Chest|Limited Participation in Practice|Questionable|Buccaneers|THURSDAY, SEPTEMBER 4TH|2008
Antonio Bryant |WR|Knee|Limited Participation in Practice|Questionable|Saints|THURSDAY, SEPTEMBER 4TH|2008
Ben Troupe |TE|Foot|Full Participation in Practice|Probable|Saints|THURSDAY, SEPTEMBER 4TH|2008
Jeff Garcia |QB|Calf, Hand|Full Participation in Practice|Probable|Saints|THURSDAY, SEPTEMBER 4TH|2008
Joey Galloway |WR|Groin|Limited Participation in Practice|Questionable|Saints|THURSDAY, SEPTEMBER 4TH|2008
B.J. Askew |RB|Foot|Limited Participation in Practice|Questionable|Saints|THURSDAY, SEPTEMBER 4TH|2008
Michael Clayton |WR|Chest|Limited Participation in Practice|Questionable|Saints|THURSDAY, SEPTEMBER 4TH|2008
Reggie Williams |WR|Hamstring|Full Participation in Practice|Probable|Jaguars|THURSDAY, SEPTEMBER 4TH|2008
Greg Estandia |TE|Knee|Full Participation in Practice|Probable|Jaguars|THURSDAY, SEPTEMBER 4TH|2008
Jerry Porter |WR|Hamstring|Limited Participation in Practice|Out|Jaguars|THURSDAY, SEPTEMBER 4TH|2008
Reggie Williams |WR|Hamstring|Full Participation in Practice|Probable|Titans|THURSDAY, SEPTEMBER 4TH|2008
Greg Estandia |TE|Knee|Full Participation in Practice|Probable|Titans|THURSDAY, SEPTEMBER 4TH|2008
Jerry Porter |WR|Hamstring|Limited Participation in Practice|Out|Titans|THURSDAY, SEPTEMBER 4TH|2008
David Clowney |WR|Shoulder||Out|Jets|THURSDAY, SEPTEMBER 4TH|2008
Marcus Henry |WR|Calf|Limited Participation in Practice|Questionable|Jets|THURSDAY, SEPTEMBER 4TH|2008
Laveranues Coles |WR|Thigh|Limited Participation in Practice|Questionable|Jets|THURSDAY, SEPTEMBER 4TH|2008
David Clowney |WR|Shoulder||Out|Dolphins|THURSDAY, SEPTEMBER 4TH|2008
Marcus Henry |WR|Calf|Limited Participation in Practice|Questionable|Dolphins|THURSDAY, SEPTEMBER 4TH|2008
Laveranues Coles |WR|Thigh|Limited Participation in Practice|Questionable|Dolphins|THURSDAY, SEPTEMBER 4TH|2008
Kolby Smith |RB||Did Not Participate In Practice||Chiefs|THURSDAY, SEPTEMBER 4TH|2008
Maurice Price |WR|Knee|Did Not Participate In Practice|Questionable|Chiefs|THURSDAY, SEPTEMBER 4TH|2008
Will Franklin |WR|Knee|Limited Participation in Practice|Questionable|Chiefs|THURSDAY, SEPTEMBER 4TH|2008
Kolby Smith |RB||Did Not Participate In Practice||Patriots|THURSDAY, SEPTEMBER 4TH|2008
Maurice Price |WR|Knee|Did Not Participate In Practice|Questionable|Patriots|THURSDAY, SEPTEMBER 4TH|2008
Will Franklin |WR|Knee|Limited Participation in Practice|Questionable|Patriots|THURSDAY, SEPTEMBER 4TH|2008
Ben Patrick |TE|Ankle|Limited Participation in Practice|Probable|Cardinals|THURSDAY, SEPTEMBER 4TH|2008
Jerame Tuman |TE|Hamstring|Limited Participation in Practice|Questionable|Cardinals|THURSDAY, SEPTEMBER 4TH|2008
Ben Patrick |TE|Ankle|Limited Participation in Practice|Probable|Niners|THURSDAY, SEPTEMBER 4TH|2008
Jerame Tuman |TE|Hamstring|Limited Participation in Practice|Questionable|Niners|THURSDAY, SEPTEMBER 4TH|2008
Kenny Watson |RB|Hamstring|Limited Participation in Practice|Probable|Bengals|THURSDAY, SEPTEMBER 4TH|2008
Jeremi Johnson |RB|Knee||Out|Bengals|THURSDAY, SEPTEMBER 4TH|2008
Andre Caldwell |WR|Toe|Limited Participation in Practice|Doubtful|Bengals|THURSDAY, SEPTEMBER 4TH|2008
Chad Johnson |WR|Shoulder|Full Participation in Practice|Probable|Bengals|THURSDAY, SEPTEMBER 4TH|2008
T.J. Houshmandzadeh |WR|Hamstring|Full Participation in Practice|Probable|Bengals|THURSDAY, SEPTEMBER 4TH|2008
Carson Palmer |QB|Nose|Full Participation in Practice|Probable|Bengals|THURSDAY, SEPTEMBER 4TH|2008
Kenny Watson |RB|Hamstring|Limited Participation in Practice|Probable|Ravens|THURSDAY, SEPTEMBER 4TH|2008
Jeremi Johnson |RB|Knee||Out|Ravens|THURSDAY, SEPTEMBER 4TH|2008
Andre Caldwell |WR|Toe|Limited Participation in Practice|Doubtful|Ravens|THURSDAY, SEPTEMBER 4TH|2008
Chad Johnson |WR|Shoulder|Full Participation in Practice|Probable|Ravens|THURSDAY, SEPTEMBER 4TH|2008
T.J. Houshmandzadeh |WR|Hamstring|Full Participation in Practice|Probable|Ravens|THURSDAY, SEPTEMBER 4TH|2008
Carson Palmer |QB|Nose|Full Participation in Practice|Probable|Ravens|THURSDAY, SEPTEMBER 4TH|2008
Isaiah Stanback |WR|Shoulder|Full Participation in Practice|Questionable|Cowboys|THURSDAY, SEPTEMBER 4TH|2008
Miles Austin |WR|Knee|Did Not Participate In Practice|Out|Cowboys|THURSDAY, SEPTEMBER 4TH|2008
Sam Hurd |WR|Ankle|Did Not Participate In Practice|Out|Cowboys|THURSDAY, SEPTEMBER 4TH|2008
Isaiah Stanback |WR|Shoulder|Full Participation in Practice|Questionable|Browns|THURSDAY, SEPTEMBER 4TH|2008
Miles Austin |WR|Knee|Did Not Participate In Practice|Out|Browns|THURSDAY, SEPTEMBER 4TH|2008
Sam Hurd |WR|Ankle|Did Not Participate In Practice|Out|Browns|THURSDAY, SEPTEMBER 4TH|2008
Dan Campbell |TE|Hamstring|Limited Participation in Practice|Probable|Lions|THURSDAY, SEPTEMBER 4TH|2008
Drew Stanton |QB|R Thumb|Limited Participation in Practice|Probable|Lions|THURSDAY, SEPTEMBER 4TH|2008
Dan Campbell |TE|Hamstring|Limited Participation in Practice|Probable|Falcons|THURSDAY, SEPTEMBER 4TH|2008
Drew Stanton |QB|R Thumb|Limited Participation in Practice|Probable|Falcons|THURSDAY, SEPTEMBER 4TH|2008
Matt Moore |QB|Fibula||Out|Panthers|THURSDAY, SEPTEMBER 4TH|2008
Ryne Robinson |WR|Knee|Did Not Participate In Practice|Out|Panthers|THURSDAY, SEPTEMBER 4TH|2008
D.J. Hackett |WR|Toe|Full Participation in Practice|Probable|Panthers|THURSDAY, SEPTEMBER 4TH|2008
Nick Goings |RB|Hand|Full Participation in Practice|Probable|Panthers|THURSDAY, SEPTEMBER 4TH|2008
Matt Moore |QB|Fibula||Out|Chargers|THURSDAY, SEPTEMBER 4TH|2008
Ryne Robinson |WR|Knee|Did Not Participate In Practice|Out|Chargers|THURSDAY, SEPTEMBER 4TH|2008
D.J. Hackett |WR|Toe|Full Participation in Practice|Probable|Chargers|THURSDAY, SEPTEMBER 4TH|2008
Nick Goings |RB|Hand|Full Participation in Practice|Probable|Chargers|THURSDAY, SEPTEMBER 4TH|2008
Darrell Jackson |WR|Ankle|Full Participation in Practice|Probable|Broncos|THURSDAY, SEPTEMBER 4TH|2008
Ryan Torain |RB|Elbow||Out|Broncos|THURSDAY, SEPTEMBER 4TH|2008
Patrick Ramsey |QB|R Elbow|Full Participation in Practice|Probable|Broncos|THURSDAY, SEPTEMBER 4TH|2008
Darrell Jackson |WR|Ankle|Full Participation in Practice|Probable|Raiders|THURSDAY, SEPTEMBER 4TH|2008
Ryan Torain |RB|Elbow||Out|Raiders|THURSDAY, SEPTEMBER 4TH|2008
Patrick Ramsey |QB|R Elbow|Full Participation in Practice|Probable|Raiders|THURSDAY, SEPTEMBER 4TH|2008
Robert Ferguson |WR|Ankle|Did Not Participate In Practice|Probable|Vikings|THURSDAY, SEPTEMBER 4TH|2008
Tarvaris Jackson |QB|Knee|Did Not Participate In Practice|Probable|Vikings|THURSDAY, SEPTEMBER 4TH|2008
Maurice Hicks |RB|Foot|Did Not Participate In Practice|Doubtful|Vikings|THURSDAY, SEPTEMBER 4TH|2008
Robert Ferguson |WR|Ankle|Did Not Participate In Practice|Probable|Packers|THURSDAY, SEPTEMBER 4TH|2008
Tarvaris Jackson |QB|Knee|Did Not Participate In Practice|Probable|Packers|THURSDAY, SEPTEMBER 4TH|2008
Maurice Hicks |RB|Foot|Did Not Participate In Practice|Doubtful|Packers|THURSDAY, SEPTEMBER 4TH|2008
Brian Leonard |RB|Shoulder|Full Participation in Practice|Probable|Rams|SUNDAY, SEPTEMBER 7TH|2008
Donnie Avery |WR|Knee|Did Not Participate In Practice|Out|Rams|SUNDAY, SEPTEMBER 7TH|2008
Brian Leonard |RB|Shoulder|Full Participation in Practice|Probable|Eagles|SUNDAY, SEPTEMBER 7TH|2008
Donnie Avery |WR|Knee|Did Not Participate In Practice|Out|Eagles|SUNDAY, SEPTEMBER 7TH|2008
Deion Branch |WR|Knee|Limited Participation in Practice|Out|Seahawks|SUNDAY, SEPTEMBER 7TH|2008
Bobby Engram |WR|Shoulder||Out|Seahawks|SUNDAY, SEPTEMBER 7TH|2008
Deion Branch |WR|Knee|Limited Participation in Practice|Out|Bills|SUNDAY, SEPTEMBER 7TH|2008
Bobby Engram |WR|Shoulder||Out|Bills|SUNDAY, SEPTEMBER 7TH|2008
Desmond Clark |TE|Knee|Full Participation in Practice|Probable|Bears|SUNDAY, SEPTEMBER 7TH|2008
Desmond Clark |TE|Knee|Full Participation in Practice|Probable|Colts|SUNDAY, SEPTEMBER 7TH|2008
Antonio Bryant |WR|Knee|Limited Participation in Practice|Questionable|Buccaneers|SUNDAY, SEPTEMBER 7TH|2008
Ben Troupe |TE|Foot|Full Participation in Practice|Probable|Buccaneers|SUNDAY, SEPTEMBER 7TH|2008
Jeff Garcia |QB|Calf, Hand|Full Participation in Practice|Probable|Buccaneers|SUNDAY, SEPTEMBER 7TH|2008
Joey Galloway |WR|Groin|Limited Participation in Practice|Questionable|Buccaneers|SUNDAY, SEPTEMBER 7TH|2008
B.J. Askew |RB|Foot|Limited Participation in Practice|Questionable|Buccaneers|SUNDAY, SEPTEMBER 7TH|2008
Michael Clayton |WR|Chest|Limited Participation in Practice|Questionable|Buccaneers|SUNDAY, SEPTEMBER 7TH|2008
Antonio Bryant |WR|Knee|Limited Participation in Practice|Questionable|Saints|SUNDAY, SEPTEMBER 7TH|2008
Ben Troupe |TE|Foot|Full Participation in Practice|Probable|Saints|SUNDAY, SEPTEMBER 7TH|2008
Jeff Garcia |QB|Calf, Hand|Full Participation in Practice|Probable|Saints|SUNDAY, SEPTEMBER 7TH|2008
Joey Galloway |WR|Groin|Limited Participation in Practice|Questionable|Saints|SUNDAY, SEPTEMBER 7TH|2008
B.J. Askew |RB|Foot|Limited Participation in Practice|Questionable|Saints|SUNDAY, SEPTEMBER 7TH|2008
Michael Clayton |WR|Chest|Limited Participation in Practice|Questionable|Saints|SUNDAY, SEPTEMBER 7TH|2008
Reggie Williams |WR|Hamstring|Full Participation in Practice|Probable|Jaguars|SUNDAY, SEPTEMBER 7TH|2008
Greg Estandia |TE|Knee|Full Participation in Practice|Probable|Jaguars|SUNDAY, SEPTEMBER 7TH|2008
Jerry Porter |WR|Hamstring|Limited Participation in Practice|Out|Jaguars|SUNDAY, SEPTEMBER 7TH|2008
Reggie Williams |WR|Hamstring|Full Participation in Practice|Probable|Titans|SUNDAY, SEPTEMBER 7TH|2008
Greg Estandia |TE|Knee|Full Participation in Practice|Probable|Titans|SUNDAY, SEPTEMBER 7TH|2008
Jerry Porter |WR|Hamstring|Limited Participation in Practice|Out|Titans|SUNDAY, SEPTEMBER 7TH|2008
David Clowney |WR|Shoulder||Out|Jets|SUNDAY, SEPTEMBER 7TH|2008
Marcus Henry |WR|Calf|Limited Participation in Practice|Questionable|Jets|SUNDAY, SEPTEMBER 7TH|2008
Laveranues Coles |WR|Thigh|Limited Participation in Practice|Questionable|Jets|SUNDAY, SEPTEMBER 7TH|2008
David Clowney |WR|Shoulder||Out|Dolphins|SUNDAY, SEPTEMBER 7TH|2008
Marcus Henry |WR|Calf|Limited Participation in Practice|Questionable|Dolphins|SUNDAY, SEPTEMBER 7TH|2008
Laveranues Coles |WR|Thigh|Limited Participation in Practice|Questionable|Dolphins|SUNDAY, SEPTEMBER 7TH|2008
Kolby Smith |RB||Did Not Participate In Practice||Chiefs|SUNDAY, SEPTEMBER 7TH|2008
Maurice Price |WR|Knee|Did Not Participate In Practice|Questionable|Chiefs|SUNDAY, SEPTEMBER 7TH|2008
Will Franklin |WR|Knee|Limited Participation in Practice|Questionable|Chiefs|SUNDAY, SEPTEMBER 7TH|2008
Kolby Smith |RB||Did Not Participate In Practice||Patriots|SUNDAY, SEPTEMBER 7TH|2008
Maurice Price |WR|Knee|Did Not Participate In Practice|Questionable|Patriots|SUNDAY, SEPTEMBER 7TH|2008
Will Franklin |WR|Knee|Limited Participation in Practice|Questionable|Patriots|SUNDAY, SEPTEMBER 7TH|2008
Ben Patrick |TE|Ankle|Limited Participation in Practice|Probable|Cardinals|SUNDAY, SEPTEMBER 7TH|2008
Jerame Tuman |TE|Hamstring|Limited Participation in Practice|Questionable|Cardinals|SUNDAY, SEPTEMBER 7TH|2008
Ben Patrick |TE|Ankle|Limited Participation in Practice|Probable|Niners|SUNDAY, SEPTEMBER 7TH|2008
Jerame Tuman |TE|Hamstring|Limited Participation in Practice|Questionable|Niners|SUNDAY, SEPTEMBER 7TH|2008
Kenny Watson |RB|Hamstring|Limited Participation in Practice|Probable|Bengals|SUNDAY, SEPTEMBER 7TH|2008
Jeremi Johnson |RB|Knee||Out|Bengals|SUNDAY, SEPTEMBER 7TH|2008
Andre Caldwell |WR|Toe|Limited Participation in Practice|Doubtful|Bengals|SUNDAY, SEPTEMBER 7TH|2008
Chad Johnson |WR|Shoulder|Full Participation in Practice|Probable|Bengals|SUNDAY, SEPTEMBER 7TH|2008
T.J. Houshmandzadeh |WR|Hamstring|Full Participation in Practice|Probable|Bengals|SUNDAY, SEPTEMBER 7TH|2008
Carson Palmer |QB|Nose|Full Participation in Practice|Probable|Bengals|SUNDAY, SEPTEMBER 7TH|2008
Kenny Watson |RB|Hamstring|Limited Participation in Practice|Probable|Ravens|SUNDAY, SEPTEMBER 7TH|2008
Jeremi Johnson |RB|Knee||Out|Ravens|SUNDAY, SEPTEMBER 7TH|2008
Andre Caldwell |WR|Toe|Limited Participation in Practice|Doubtful|Ravens|SUNDAY, SEPTEMBER 7TH|2008
Chad Johnson |WR|Shoulder|Full Participation in Practice|Probable|Ravens|SUNDAY, SEPTEMBER 7TH|2008
T.J. Houshmandzadeh |WR|Hamstring|Full Participation in Practice|Probable|Ravens|SUNDAY, SEPTEMBER 7TH|2008
Carson Palmer |QB|Nose|Full Participation in Practice|Probable|Ravens|SUNDAY, SEPTEMBER 7TH|2008
Isaiah Stanback |WR|Shoulder|Full Participation in Practice|Questionable|Cowboys|SUNDAY, SEPTEMBER 7TH|2008
Miles Austin |WR|Knee|Did Not Participate In Practice|Out|Cowboys|SUNDAY, SEPTEMBER 7TH|2008
Sam Hurd |WR|Ankle|Did Not Participate In Practice|Out|Cowboys|SUNDAY, SEPTEMBER 7TH|2008
Isaiah Stanback |WR|Shoulder|Full Participation in Practice|Questionable|Browns|SUNDAY, SEPTEMBER 7TH|2008
Miles Austin |WR|Knee|Did Not Participate In Practice|Out|Browns|SUNDAY, SEPTEMBER 7TH|2008
Sam Hurd |WR|Ankle|Did Not Participate In Practice|Out|Browns|SUNDAY, SEPTEMBER 7TH|2008
Dan Campbell |TE|Hamstring|Limited Participation in Practice|Probable|Lions|SUNDAY, SEPTEMBER 7TH|2008
Drew Stanton |QB|R Thumb|Limited Participation in Practice|Probable|Lions|SUNDAY, SEPTEMBER 7TH|2008
Dan Campbell |TE|Hamstring|Limited Participation in Practice|Probable|Falcons|SUNDAY, SEPTEMBER 7TH|2008
Drew Stanton |QB|R Thumb|Limited Participation in Practice|Probable|Falcons|SUNDAY, SEPTEMBER 7TH|2008
Matt Moore |QB|Fibula||Out|Panthers|SUNDAY, SEPTEMBER 7TH|2008
Ryne Robinson |WR|Knee|Did Not Participate In Practice|Out|Panthers|SUNDAY, SEPTEMBER 7TH|2008
D.J. Hackett |WR|Toe|Full Participation in Practice|Probable|Panthers|SUNDAY, SEPTEMBER 7TH|2008
Nick Goings |RB|Hand|Full Participation in Practice|Probable|Panthers|SUNDAY, SEPTEMBER 7TH|2008
Matt Moore |QB|Fibula||Out|Chargers|SUNDAY, SEPTEMBER 7TH|2008
Ryne Robinson |WR|Knee|Did Not Participate In Practice|Out|Chargers|SUNDAY, SEPTEMBER 7TH|2008
D.J. Hackett |WR|Toe|Full Participation in Practice|Probable|Chargers|SUNDAY, SEPTEMBER 7TH|2008
Nick Goings |RB|Hand|Full Participation in Practice|Probable|Chargers|SUNDAY, SEPTEMBER 7TH|2008
Darrell Jackson |WR|Ankle|Full Participation in Practice|Probable|Broncos|SUNDAY, SEPTEMBER 7TH|2008
Ryan Torain |RB|Elbow||Out|Broncos|SUNDAY, SEPTEMBER 7TH|2008
Patrick Ramsey |QB|R Elbow|Full Participation in Practice|Probable|Broncos|SUNDAY, SEPTEMBER 7TH|2008
Darrell Jackson |WR|Ankle|Full Participation in Practice|Probable|Raiders|SUNDAY, SEPTEMBER 7TH|2008
Ryan Torain |RB|Elbow||Out|Raiders|SUNDAY, SEPTEMBER 7TH|2008
Patrick Ramsey |QB|R Elbow|Full Participation in Practice|Probable|Raiders|SUNDAY, SEPTEMBER 7TH|2008
Robert Ferguson |WR|Ankle|Did Not Participate In Practice|Probable|Vikings|SUNDAY, SEPTEMBER 7TH|2008
Tarvaris Jackson |QB|Knee|Did Not Participate In Practice|Probable|Vikings|SUNDAY, SEPTEMBER 7TH|2008
Maurice Hicks |RB|Foot|Did Not Participate In Practice|Doubtful|Vikings|SUNDAY, SEPTEMBER 7TH|2008
Robert Ferguson |WR|Ankle|Did Not Participate In Practice|Probable|Packers|SUNDAY, SEPTEMBER 7TH|2008
Tarvaris Jackson |QB|Knee|Did Not Participate In Practice|Probable|Packers|SUNDAY, SEPTEMBER 7TH|2008
Maurice Hicks |RB|Foot|Did Not Participate In Practice|Doubtful|Packers|SUNDAY, SEPTEMBER 7TH|2008
Darrell Jackson |WR|Ankle|Full Participation in Practice|Probable|Broncos|MONDAY, SEPTEMBER 8TH|2008
Ryan Torain |RB|Elbow||Out|Broncos|MONDAY, SEPTEMBER 8TH|2008
Patrick Ramsey |QB|R Elbow|Full Participation in Practice|Probable|Broncos|MONDAY, SEPTEMBER 8TH|2008
Darrell Jackson |WR|Ankle|Full Participation in Practice|Probable|Raiders|MONDAY, SEPTEMBER 8TH|2008
Ryan Torain |RB|Elbow||Out|Raiders|MONDAY, SEPTEMBER 8TH|2008
Patrick Ramsey |QB|R Elbow|Full Participation in Practice|Probable|Raiders|MONDAY, SEPTEMBER 8TH|2008
Robert Ferguson |WR|Ankle|Did Not Participate In Practice|Probable|Vikings|MONDAY, SEPTEMBER 8TH|2008
Tarvaris Jackson |QB|Knee|Did Not Participate In Practice|Probable|Vikings|MONDAY, SEPTEMBER 8TH|2008
Maurice Hicks |RB|Foot|Did Not Participate In Practice|Doubtful|Vikings|MONDAY, SEPTEMBER 8TH|2008
Robert Ferguson |WR|Ankle|Did Not Participate In Practice|Probable|Packers|MONDAY, SEPTEMBER 8TH|2008
Tarvaris Jackson |QB|Knee|Did Not Participate In Practice|Probable|Packers|MONDAY, SEPTEMBER 8TH|2008
Maurice Hicks |RB|Foot|Did Not Participate In Practice|Doubtful|Packers|MONDAY, SEPTEMBER 8TH|2008
Tony Scheffler |TE|Groin|Limited Participation in Practice|Questionable|Broncos|THURSDAY, NOVEMBER 6TH|2008
Ryan Torain |RB|Elbow|Full Participation in Practice|Probable|Broncos|THURSDAY, NOVEMBER 6TH|2008
Selvin Young |RB|Groin|Limited Participation in Practice|Questionable|Broncos|THURSDAY, NOVEMBER 6TH|2008
Tony Scheffler |TE|Groin|Limited Participation in Practice|Questionable|Browns|THURSDAY, NOVEMBER 6TH|2008
Ryan Torain |RB|Elbow|Full Participation in Practice|Probable|Browns|THURSDAY, NOVEMBER 6TH|2008
Selvin Young |RB|Groin|Limited Participation in Practice|Questionable|Browns|THURSDAY, NOVEMBER 6TH|2008
Aaron Rodgers |QB|Right Shoulder|Limited Participation in Practice|Probable|Packers|THURSDAY, NOVEMBER 6TH|2008
Aaron Rodgers |QB|Right Shoulder|Limited Participation in Practice|Probable|Vikings|THURSDAY, NOVEMBER 6TH|2008
Fred Taylor |RB|Knee|Full Participation in Practice|Probable|Jaguars|THURSDAY, NOVEMBER 6TH|2008
Mike Sims-Walker |WR|Knee|Full Participation in Practice|Probable|Jaguars|THURSDAY, NOVEMBER 6TH|2008
Fred Taylor |RB|Knee|Full Participation in Practice|Probable|Lions|THURSDAY, NOVEMBER 6TH|2008
Mike Sims-Walker |WR|Knee|Full Participation in Practice|Probable|Lions|THURSDAY, NOVEMBER 6TH|2008
Josh Reed |WR|Ankle|Did Not Participate In Practice|Out|Bills|THURSDAY, NOVEMBER 6TH|2008
Josh Reed |WR|Ankle|Did Not Participate In Practice|Out|Patriots|THURSDAY, NOVEMBER 6TH|2008
Kerry Collins |QB|Ankle|Full Participation in Practice|Probable|Titans|THURSDAY, NOVEMBER 6TH|2008
Kerry Collins |QB|Ankle|Full Participation in Practice|Probable|Bears|THURSDAY, NOVEMBER 6TH|2008
Jeremy Shockey |TE|Hernia|Full Participation in Practice|Probable|Saints|THURSDAY, NOVEMBER 6TH|2008
Reggie Bush |RB|Knee|Did Not Participate In Practice|Out|Saints|THURSDAY, NOVEMBER 6TH|2008
Pierre Thomas |RB||Did Not Participate In Practice||Saints|THURSDAY, NOVEMBER 6TH|2008
Jeremy Shockey |TE|Hernia|Full Participation in Practice|Probable|Falcons|THURSDAY, NOVEMBER 6TH|2008
